iter	RMSE
205	14.08454195
206	14.07780806
207	14.06975866
208	14.06539885
209	14.05889085
210	14.05519595
211	14.05269882
212	14.04816442
213	14.04159089
214	14.03447134
215	14.02787412
216	14.02426032
217	14.01682126
218	14.00772996
219	14.00149924
220	13.99550035
221	13.99099016
222	13.9816906
223	13.97539788
224	13.96843488
225	13.96622694
226	13.96178189
227	13.95596779
228	13.94835106
229	13.94250497
230	13.9299564
231	13.92355216
232	13.91741981
233	13.91181126
234	13.90666304
235	13.8999492
236	13.89791425
237	13.89366833
238	13.8885366
239	13.88407721
240	13.87960752
241	13.87173116
242	13.86658644
243	13.85398966
244	13.85104658
245	13.84649112
246	13.8404173
247	13.83164917
248	13.82693018
249	13.82326999
250	13.8190486
251	13.81521326
252	13.81194616
253	13.80687632
254	13.8036893
255	13.80108231
256	13.79705588
257	13.79047489
258	13.78726569
259	13.78357275
260	13.77693639
261	13.77315877
262	13.76917717
263	13.76547537
264	13.76003626
265	13.7547096
266	13.75051361
267	13.74190252
268	13.73705644
269	13.73146737
270	13.7267156
271	13.71805603
272	13.71143507
273	13.70703336
274	13.703716
275	13.70058942
276	13.69164875
277	13.68851139
278	13.6839855
279	13.67807436
280	13.67073198
281	13.66245453
282	13.65921779
283	13.65613822
284	13.6514251
285	13.64552671
286	13.63570786
287	13.63029708
288	13.62828198
289	13.62391154
290	13.62163259
291	13.61690727
292	13.61346737
293	13.6092953
294	13.60548254
295	13.60279276
296	13.59875177
297	13.592585
298	13.58721368
299	13.58277304
300	13.58045391
301	13.57717341
302	13.57279525
303	13.57011666
304	13.56665225
305	13.56410552
306	13.56107733
307	13.55546086
308	13.55298737
309	13.54857445
310	13.54481475
311	13.54189161
312	13.53841421
313	13.53076759
314	13.52566542
315	13.52126121
316	13.51697034
317	13.51152668
318	13.50729982
319	13.50441656
320	13.49930959
321	13.49495331
322	13.49302249
323	13.48902732
324	13.48605419
325	13.48265766
326	13.47872815
327	13.4763524
328	13.47306858
329	13.46868869
330	13.46547723
331	13.46292693
332	13.46028366
333	13.45840816
334	13.45181995
335	13.44913483
336	13.44513966
337	13.44336093
338	13.43827322
339	13.43528432
340	13.43140441
341	13.42892028
342	13.4272055
343	13.42371978
344	13.41469332
345	13.41279858
346	13.40973679
347	13.40561438
348	13.40308786
349	13.39739443
350	13.39125505
351	13.38589663
352	13.38092555
353	13.37856957
354	13.37451551
355	13.37218834
356	13.36888101
357	13.36332624
358	13.357679
359	13.35391117
360	13.34989745
361	13.3458407
362	13.34304134
363	13.34075173
364	13.33383354
365	13.32806711
366	13.32480143
367	13.32174673
368	13.31897064
369	13.31373627
370	13.31098115
371	13.30636839
372	13.30484777
373	13.3021231
374	13.29869362
375	13.29487437
376	13.29281751
377	13.29032295
378	13.28837234
379	13.28437231
380	13.28282235
381	13.27950758
382	13.27414782
383	13.26919522
384	13.26688014
385	13.26527027
386	13.26290651
387	13.26068598
388	13.25909096
389	13.25670692
390	13.25394699
391	13.2504055
392	13.24725593
393	13.24476868
394	13.24185476
395	13.23923191
396	13.23674526
397	13.23342482
398	13.22848943
399	13.2254771
400	13.22338522
401	13.21866507
402	13.21489557
403	13.213281
404	13.21083043
405	13.20820355
406	13.20431389
407	13.20164586
408	13.19765622
409	13.19582831
410	13.19300448
411	13.19110923
412	13.1872762
413	13.18531843
414	13.1823108
415	13.18088415
416	13.17842665
417	13.17711415
418	13.17312999
419	13.16751806
420	13.16568094
421	13.16292747
422	13.16025337
423	13.15726431
424	13.15334377
425	13.14843584
426	13.14538816
427	13.14416812
428	13.14127697
429	13.13817456
430	13.13480897
431	13.1322378
432	13.12564903
433	13.12470593
434	13.12156728
435	13.11890644
436	13.11734322
437	13.11453027
438	13.10899097
439	13.10791525
440	13.10561812
441	13.10443289
442	13.10072329
443	13.09502565
444	13.0935139
445	13.09121978
446	13.08987391
447	13.08795781
448	13.08203067
449	13.07961742
450	13.0781455
451	13.07591519
452	13.0731915
453	13.07078516
454	13.06662684
455	13.0631587
456	13.062087
457	13.05809616
458	13.05635954
459	13.05409723
460	13.05104942
461	13.04529422
462	13.04270101
463	13.03799008
464	13.03694522
465	13.03501426
466	13.03227056
467	13.03086962
468	13.02924426
469	13.02708825
470	13.02354225
471	13.01695683
472	13.01562409
473	13.01262611
474	13.01091647
475	13.0095926
476	13.0081401
477	13.00678019
478	13.00472901
479	12.99905328
480	12.99675229
481	12.99281341
482	12.99083653
483	12.98685374
484	12.98311781
485	12.98053171
486	12.97887627
487	12.97696029
488	12.97348399
489	12.97137122
490	12.96860983
491	12.96618823
492	12.96433643
493	12.96062217
494	12.95966229
495	12.95772945
496	12.95576721
497	12.95495069
498	12.95119322
499	12.94987836
500	12.94797368
501	12.94636006
502	12.94383358
503	12.94116342
504	12.93832068
505	12.93630928
506	12.93355616
507	12.93238959
508	12.92991855
509	12.92789235
510	12.92563283
511	12.92309286
512	12.92164065
513	12.91942628
514	12.91713078
515	12.91356655
516	12.91228495
517	12.91109641
518	12.90958002
519	12.9081798
520	12.90573551
521	12.90095026
522	12.89912836
523	12.89693771
524	12.89510369
525	12.89367244
526	12.8928986
527	12.89116058
528	12.88873325
529	12.8872752
530	12.88572473
531	12.8839544
532	12.88119875
533	12.87913564
534	12.87830893
535	12.87672356
536	12.87548774
537	12.87322344
538	12.87159881
539	12.86897809
540	12.86576495
541	12.86191011
542	12.85914316
543	12.85720132
544	12.85498887
545	12.85061453
546	12.84907334
547	12.84668062
548	12.84479382
549	12.84248944
550	12.84016795
551	12.83863098
552	12.83730024
553	12.83553609
554	12.83386425
555	12.83229803
556	12.83108346
557	12.82955782
558	12.82639866
559	12.82398358
560	12.8217757
561	12.81916907
562	12.81659146
563	12.8144239
564	12.81291822
565	12.81123139
566	12.81042201
567	12.80861248
568	12.80713828
569	12.80422614
570	12.80181346
571	12.79910511
572	12.79758934
573	12.79416749
574	12.79157589
575	12.78850218
576	12.78719548
577	12.78448382
578	12.78225005
579	12.78095303
580	12.77926321
581	12.77804444
582	12.77475609
583	12.77273723
584	12.77065528
585	12.76909649
586	12.76706793
587	12.76449464
588	12.76226126
589	12.76010229
590	12.7588123
591	12.75770242
592	12.75632565
593	12.75297169
594	12.75178951
595	12.7505607
596	12.74899028
597	12.7472997
598	12.7459736
599	12.74445571
600	12.74262567
601	12.74100821
602	12.74039644
603	12.73940795
604	12.73801389
605	12.73685259
606	12.73590135
607	12.73480436
608	12.73377899
609	12.72926323
610	12.72765544
611	12.72661898
612	12.72409114
613	12.72308516
614	12.72064671
615	12.71857778
616	12.71752492
617	12.71573014
618	12.71149573
619	12.70947568
620	12.70656988
621	12.705073
622	12.7033547
623	12.70194367
624	12.70042717
625	12.69721652
626	12.69558295
627	12.69373304
628	12.69204161
629	12.6888505
630	12.68693008
631	12.6858071
632	12.68383715
633	12.68279879
634	12.68141503
635	12.67950903
636	12.67844595
637	12.67659433
638	12.67563895
639	12.67371453
640	12.67161564
641	12.67023857
642	12.66808945
643	12.66545174
644	12.66435005
645	12.6634037
646	12.6615196
647	12.66004254
648	12.6579925
649	12.65689599
650	12.65561349
651	12.65349404
652	12.65263923
653	12.65171451
654	12.64929737
655	12.64707832
656	12.64529873
657	12.6435669
658	12.64266773
659	12.64044121
660	12.63789143
661	12.63703103
662	12.63510332
663	12.63332453
664	12.63177993
665	12.63094193
666	12.62933136
667	12.62797971
668	12.62601425
669	12.62492853
670	12.62392631
671	12.62270433
672	12.62109419
673	12.61998393
674	12.61705936
675	12.61549802
676	12.61418014
677	12.61317056
678	12.61207333
679	12.60965377
680	12.60821911
681	12.607202
682	12.60636019
683	12.60501807
684	12.60255753
685	12.60170827
686	12.59961632
687	12.59780055
688	12.59670589
689	12.59586578
690	12.59427968
691	12.59092149
692	12.58850098
693	12.5869024
694	12.58542942
695	12.58408527
696	12.58301522
697	12.58206104
698	12.5805867
699	12.57760965
700	12.57547675
701	12.57379874
702	12.57032246
703	12.56937444
704	12.56772976
705	12.5665335
706	12.56461948
707	12.5633543
708	12.56220536
709	12.5610377
710	12.5584248
711	12.55673351
712	12.55527372
713	12.55421589
714	12.55328325
715	12.55181951
716	12.55107819
717	12.55021868
718	12.549337
719	12.54779301
720	12.54493705
721	12.54373234
722	12.54134582
723	12.54065829
724	12.53947754
725	12.53797953
726	12.53643992
727	12.53467809
728	12.53391129
729	12.53306071
730	12.5325337
731	12.53131212
732	12.53032218
733	12.52863826
734	12.52648605
735	12.52575708
736	12.5234734
737	12.52275075
738	12.52117973
739	12.51876357
740	12.51609117
741	12.51485277
742	12.51401295
743	12.51201118
744	12.51044147
745	12.50927713
746	12.5084584
747	12.50729487
748	12.50454507
749	12.50372346
750	12.50177363
751	12.50049001
752	12.49731904
753	12.49633912
754	12.49504192
755	12.49369137
756	12.49182471
757	12.48983249
758	12.48843554
759	12.48682577
760	12.48427191
761	12.4833335
762	12.47901655
763	12.47730678
764	12.47574294
765	12.47400249
766	12.4717356
767	12.47073279
768	12.46970346
769	12.46790619
770	12.46697819
771	12.46588141
772	12.46474786
773	12.46337053
774	12.46049505
775	12.45813618
776	12.45689437
777	12.45527933
778	12.4542181
779	12.45173477
780	12.45061773
781	12.44998483
782	12.44693409
783	12.44485984
784	12.44371862
785	12.44259549
786	12.43926408
787	12.4383965
788	12.43730989
789	12.43605315
790	12.43362976
791	12.43233958
792	12.43064901
793	12.42974427
794	12.428903
795	12.4270575
796	12.42420169
797	12.42179716
798	12.42094594
799	12.42014624
800	12.41925146
801	12.41807582
802	12.41703038
803	12.41575566
804	12.4151263
805	12.41346568
806	12.41192123
807	12.41072876
808	12.40989398
809	12.40897272
810	12.40828143
811	12.40658501
812	12.40531291
813	12.40414095
814	12.40206248
815	12.40113297
816	12.39966058
817	12.39871015
818	12.39671825
819	12.39364735
820	12.39224789
821	12.3911534
822	12.38943939
823	12.38788742
824	12.38680959
825	12.38491725
826	12.38371355
827	12.38208246
828	12.38078985
829	12.37903973
830	12.37793397
831	12.37569442
832	12.37372318
833	12.37261058
834	12.37005434
835	12.36895184
836	12.36806581
837	12.36636571
838	12.36517967
839	12.3646782
840	12.36207616
841	12.36023127
842	12.35924997
843	12.35707449
844	12.35638098
845	12.35547224
846	12.35469215
847	12.35250802
848	12.35143204
849	12.34915707
850	12.34784128
851	12.34584947
852	12.34513751
853	12.3437109
854	12.34305749
855	12.34186808
856	12.34031741
857	12.33868175
858	12.33757643
859	12.33652856
860	12.33578802
861	12.33473973
862	12.3336609
863	12.33296156
864	12.33104953
865	12.32945349
866	12.32774681
867	12.32669783
868	12.32518882
869	12.32464894
870	12.32357673
871	12.32241375
872	12.32055313
873	12.31923853
874	12.31853135
875	12.31726676
876	12.31680287
877	12.3150535
878	12.31231672
879	12.31171123
880	12.30894286
881	12.30834156
882	12.3064336
883	12.30534081
884	12.30462824
885	12.30353769
886	12.30128843
887	12.30073708
888	12.29993513
889	12.29880557
890	12.29820993
891	12.29736471
892	12.29659491
893	12.29532856
894	12.29437653
895	12.29305754
896	12.29226093
897	12.2906627
898	12.28822594
899	12.28754373
900	12.28629451
901	12.28477164
902	12.28389531
903	12.28272975
904	12.2822152
905	12.28136705
906	12.28006541
907	12.27854613
908	12.27703539
909	12.27588957
910	12.27500966
911	12.27325832
912	12.27112377
913	12.26933156
914	12.26833329
915	12.26660458
916	12.26574642
917	12.26448372
918	12.26336962
919	12.26159345
920	12.2601463
921	12.25956251
922	12.25758802
923	12.25611005
924	12.25552976
925	12.25416302
926	12.25348339
927	12.25235965
928	12.25143477
929	12.25043311
930	12.24943082
931	12.24887987
932	12.24793093
933	12.24718361
934	12.24664403
935	12.24584158
936	12.2446189
937	12.2436964
938	12.24223346
939	12.24155054
940	12.24104494
941	12.23903224
942	12.23726534
943	12.23619525
944	12.23542078
945	12.23461911
946	12.23364274
947	12.23312364
948	12.23253393
949	12.23164908
950	12.2310268
951	12.22994617
952	12.22891775
953	12.22720063
954	12.22596098
955	12.22463488
956	12.22344488
957	12.22272726
958	12.22180285
959	12.22076321
960	12.22026598
961	12.21989399
962	12.21793444
963	12.21674288
964	12.21608733
965	12.21447061
966	12.2128562
967	12.21209255
968	12.21108909
969	12.2101419
970	12.20860944
971	12.20789965
972	12.20729489
973	12.20550103
974	12.20497616
975	12.20425919
976	12.20327107
977	12.20267635
978	12.201731
979	12.20100489
980	12.19977978
981	12.19920438
982	12.19782683
983	12.19650228
984	12.19558628
985	12.19424703
986	12.19342174
987	12.19167647
988	12.1910217
989	12.19019544
990	12.18918121
991	12.18858594
992	12.18737193
993	12.18703245
994	12.18573588
995	12.18511719
996	12.18459717
997	12.1839759
998	12.18340222
999	12.18032028
